name,level,school,casting_time,range,components,duration,description
Shatter,2nd,Evocation,1 Action,60 ft.,"V, S, M",Instantaneous,"CON Save Thunder 2nd 1 Action 60 ft. (10 ft. ) V, S, M * Instantaneous Evocation CON Save Thunder A loud noise erupts from a point of your choice within range. Each creature in a 10-foot-radius Sphere centered there makes a Constitution saving throw, taking 3d8 Thunder damage on a failed save or half as much damage on a successful one. A Construct has Disadvantage on the save. A nonmagical object that isn’t being worn or carried also takes the damage if it’s in the spell’s area. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 2. * - (a chip of mica)"
Shield,1st,Abjuration,1 Reaction *,Self,"V, S",1 Round,"1st 1 Reaction * Self V, S 1 Round Abjuration None Warding An imperceptible barrier of magical force protects you. Until the start of your next turn, you have a +5 bonus to AC, including against the triggering attack, and you take no damage from Magic Missile. * - which you take when you are hit by an attack roll or targeted by the Magic Missile spell"
Shield of Faith,1st,Concentration,"Abjuration • V, S, M",10 Minutes,,1 Bonus Action,"Buff (...) 1st 1 Bonus Action 60 ft. V, S, M * Concentration 10 Minutes Abjuration None Buff (...) A shimmering field surrounds a creature of your choice within range, granting it a +2 bonus to AC for the duration. * - (a prayer scroll)"
Shillelagh,Cantrip,Transmutation,1 Bonus Action,Self,"V, S, M",1 Minute,"Bludgeoning (...) Cantrip 1 Bonus Action Self V, S, M * 1 Minute Transmutation Melee Bludgeoning (...) A Club or Quarterstaff you are holding is imbued with nature’s power. For the duration, you can use your spellcasting ability instead of Strength for the attack and damage rolls of melee attacks using that weapon, and the weapon’s damage die becomes a d8. If the attack deals damage, it can be Force damage or the weapon’s normal damage type (your choice). The spell ends early if you cast it again or if you let go of the weapon. Cantrip Upgrade. The damage die changes when you reach levels 5 (d10), 11 (d12), and 17 (2d6). * - (mistletoe)"
Shining Smite,2nd,Concentration,Transmutation • V,1 Minute,,1 Bonus Action *,"Radiant 2nd 1 Bonus Action * Self V Concentration 1 Minute Transmutation None Radiant The target hit by the strike takes an extra 2d6 Radiant damage from the attack. Until the spell ends, the target sheds Bright Light in a 5-foot radius, attack rolls against it have Advantage, and it can’t benefit from the Invisible condition. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2. * - which you take immediately after hitting a creature with a Melee weapon or an Unarmed Strike"
Shocking Grasp,Cantrip,Evocation,1 Action,Touch,"V, S",Instantaneous,"Lightning Cantrip 1 Action Touch V, S Instantaneous Evocation Melee Lightning Lightning springs from you to a creature that you try to touch. Make a melee spell attack against the target. On a hit, the target takes 1d8 Lightning damage, and it can’t make Opportunity Attacks until the start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8)."
Silence,2nd,Concentration,Ritual,1 Action,,"Illusion • V, S","120 ft. (20 ft. ) Control 2nd 1 Action Ritual 120 ft. (20 ft. ) V, S Concentration 10 Minutes Illusion None Control For the duration, no sound can be created within or pass through a 20-foot-radius Sphere centered on a point you choose within range. Any creature or object entirely inside the Sphere has Immunity to Thunder damage, and creatures have the Deafened condition while entirely inside it. Casting a spell that includes a Verbal component is impossible there."
Silent Image,1st,Concentration,"Illusion • V, S, M",10 Minutes,,1 Action,"(15 ft.  *) Control 1st 1 Action 60 ft. (15 ft.  *) V, S, M * Concentration 10 Minutes Illusion None Control You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 15-foot Cube. The image appears at a spot within range and lasts for the duration. The image is purely visual; it isn’t accompanied by sound, smell, or other sensory effects. As a Magic action, you can cause the image to move to any spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Physical interaction with the image reveals it to be an illusion, since things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image. * - (a bit of fleece)"
Simulacrum,7th,Illusion,12 Hours,Touch,"V, S, M",Until Dispelled,"7th 12 Hours Touch V, S, M * Until Dispelled Illusion None Deception (...) You create a simulacrum of one Beast or Humanoid that is within 10 feet of you for the entire casting of the spell. You finish the casting by touching both the creature and a pile of ice or snow that is the same size as that creature, and the pile turns into the simulacrum, which is a creature. It uses the game statistics of the original creature at the time of casting, except it is a Construct, its Hit Point maximum is half as much, and it can’t cast this spell. The simulacrum is Friendly to you and creatures you designate. It obeys your commands and acts on your turn in combat. The simulacrum can’t gain levels, and it can’t take Short or Long Rests. If the simulacrum takes damage, the only way to restore its Hit Points is to repair it as you take a Long Rest, during which you expend components worth 100 GP per Hit Point restored. The simulacrum must stay within 5 feet of you for the repair. The simulacrum lasts until it drops to 0 Hit Points, at which point it reverts to snow and melts away. If you cast this spell again, any simulacrum you created with this spell is instantly destroyed. * - (powdered ruby worth 1,500+ GP, which the spell consumes)"
Sleep,1st,Concentration,"Enchantment • V, S, M",1 Minute,,1 Action,"(5 ft. ) WIS Save Incapacitated (...) 1st 1 Action 60 ft. (5 ft. ) V, S, M * Concentration 1 Minute Enchantment WIS Save Incapacitated (...) Each creature of your choice in a 5-foot-radius Sphere centered on a point within range must succeed on a Wisdom saving throw or have the Incapacitated condition until the end of its next turn, at which point it must repeat the save. If the target fails the second save, the target has the Unconscious condition for the duration. The spell ends on a target if it takes damage or someone within 5 feet of it takes an action to shake it out of the spell’s effect. Creatures that don’t sleep, such as elves, or that have Immunity to the Exhaustion condition automatically succeed on saves against this spell. * - (a pinch of sand or rose petals)"
Sleet Storm,3rd,Concentration,"Conjuration • V, S, M",1 Minute,,1 Action,"(40 ft.  *) DEX Save Prone 3rd 1 Action 150 ft. (40 ft.  *) V, S, M * Concentration 1 Minute Conjuration DEX Save Prone Until the spell ends, sleet falls in a 40-foot-tall, 20-foot-radius Cylinder centered on a point you choose within range. The area is Heavily Obscured, and exposed flames in the area are doused. Ground in the Cylinder is Difficult Terrain. When a creature enters the Cylinder for the first time on a turn or starts its turn there, it must succeed on a Dexterity saving throw or have the Prone condition and lose Concentration. * - (a miniature umbrella)"
Slow,3rd,Concentration,"Transmutation • V, S, M",1 Minute,,1 Action,"(40 ft. ) WIS Save Control (...) 3rd 1 Action 120 ft. (40 ft. ) V, S, M * Concentration 1 Minute Transmutation WIS Save Control (...) You alter time around up to six creatures of your choice in a 40-foot Cube within range. Each target must succeed on a Wisdom saving throw or be affected by this spell for the duration. An affected target’s Speed is halved, it takes a −2 penalty to AC and Dexterity saving throws, and it can’t take Reactions. On its turns, it can take either an action or a Bonus Action, not both, and it can make only one attack if it takes the Attack action. If it casts a spell with a Somatic component, there is a 25 percent chance the spell fails as a result of the target making the spell’s gestures too slowly. An affected target repeats the save at the end of each of its turns, ending the spell on itself on a success. * - (a drop of molasses)"
