name,level,school,casting_time,range,components,duration,description
Shapechange,9th,Transmutation,Action,Self,"V, S, M (a jade cir clet wor th 1,500+ GP)","Concentration , up to 1 hour","You shape-shift into another creature for the dur ation or until you take a Magic action to shape-shift into a diff erent eligible form. The new form must be of a creature that has a Challenge Rating no higher than your le vel or Challenge Rating. you must have seen the sor t of creature before, and it can ’t be a Construct or an Undead. When you cast the spell, you gain a number of Temporary Hit Points equal to the Hit Points of the first form into which you shape-shift. These Temporary Hit Points v anish if any r emain when the spell ends. Your game statistics are replaced by the stat block of the chosen form, but you retain your creature type; alignment; personality; Intelligence, Wisdom, and Charisma scores; Hit Points; Hit Point Dice; pr oficiencies; and ability to communicate. If you have the Spellcasting feature, you retain it t oo. Upon shape-shifting, you determine whether your equipment dr ops to the gr ound or changes in siz e and shape to fit the new form while you’re in it."
Shatter,2nd,Evocation,Action,60 feet,"V, S, M (a chip of mica)",Instantaneous,"A loud noise erupts from a point of your choice within range. Each creature in a 10-foot-r adius Sphere center ed there mak es a Constitution saving throw, taking 3d8 Thunder damage on a failed sa ve or half as much damage on a successful one. A Construct has Disadvantage on the sa ve. A nonmagical object that isn ’t being worn or carried also takes the damage if it’ s in the spell’ s area. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d8 for each spell slot le vel abo ve 2."
Shield,1st,Abjuration,"Reaction, which you take when you are hit by an attack roll or tar geted by the Magic Missile spell",Self,"V, S",1 round,"An imper ceptible barrier of magical for ce pr otects you. Until the star t of your next turn, you have a +5 bonus to AC, including against the triggering attack, and you take no damage from Magic Missile ."
Shield of Faith,1st,Abjuration,Bonus Action,60 feet,"V, S, M (a pr ayer scr oll)","Concentration , up to 10 minutes","A shimmering field surr ounds a creature of your choice within range, gr anting it a +2 bonus to AC for the dur ation."
Shillelagh,Cantrip,Transmutation,Bonus Action,Self,"V, S, M (mistlet oe)",1 minute,"A Club or Quar terstaff you are holding is imbued with natur e’s power . For the dur ation, you can use your spellcasting ability instead of Strength for the attack and damage rolls of melee attacks using that weapon, and the weapon ’s damage die becomes a d8. If the attack deals damage, it can be F orce damage or the weapon ’s normal damage type (your choice)."
Shining Smite,2nd,Transmutation,"Bonus Action, which you take immediately after hitting a creature with a Melee weapon or an Unarmed",,,,"Strik e Component: V The tar get hit by the strik e takes an extr a 2d6 Radiant damage from the attack. Until the spell ends, the target sheds Bright Light in a 5-foot r adius, attack rolls against it have Advantage , and it can ’t benefit from the Invisible condition. Using a Higher-Le vel Spell Slot. The damage incr eases by 1d6 for each spell slot le vel abo ve 2."
Shocking Grasp,Cantrip,Evocation,Action,Touch,"V, S",Instantaneous,"Lightning springs from you to a creature that you tr y to touch. Make a melee spell attack against the target. On a hit, the"
Silence,2nd,Illusion,Action or Ritual,120 feet,"V, S","Concentration , up to 10 minutes","For the dur ation, no sound can be created within or pass through a 20-foot-r adius Sphere center ed on a point you choose within range. Any creature or object entir ely inside the Sphere has Immunity to Thunder damage, and creatures have the Deaf ened condition while entir ely inside it. Casting a spell that includes a Verbal component is impossible there."
Silent Image,1st,Illusion,Action,60 feet,"V, S, M (a bit of fleece)","Concentration , up to 10 minutes","You cr eate the image of an object, a creature, or some other visible phenomenon that is no lar ger than a 15-foot Cube . The image appears at a spot within range and lasts for the duration. The image is pur ely visual; it isn ’t accompanied by sound, smell, or other sensor y effects. As a Magic action, you can cause the image to mo ve to any spot within range. As the image changes location, you can alter its appear ance so that its mo vements appear natur al for the image. for example, if you cr eate an image of a creature and mo ve it, you can alter the image so that it appears to be walking. Physical inter action with the image r eveals it to be an illusion, since things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence ( Investigation ) check against your spell sa ve DC. If a creature discerns the illusion for what it is, the creature can see through the image."
Simulacrum,7th,Illusion,12 hours,Touch,"V, S, M (powder ed rub y wor th 1,500+ GP , which the spell consumes)",Until dispelled,"You cr eate a simulacrum of one Beast or Humanoid that is within 10 feet of you for the entir e casting of the spell. you finish the casting by touching both the creature and a pile of ice or snow that is the same siz e as that creature, and the pile turns into the simulacrum, which is a creature. It uses the game statistics of the original creature at the time of casting, ex cept it is a Construct, its Hit Point maximum is half as much, and it can ’t cast this spell. The simulacrum is Friendly to you and creatures you designate. It obe ys your commands and acts on your turn in combat. The simulacrum can ’t gain le vels, and it can ’t take Shor t or Long Rests . If the simulacrum takes damage, the only wa y to restore its Hit Points is to repair it as you take a Long Rest, during which you expend components wor th 100 GP per Hit Point r estored. The simulacrum must sta y within 5 feet of you for the r epair . The simulacrum lasts until it dr ops to 0 Hit Points, at which point it r everts to snow and melts awa y. If you cast this spell again, any simulacrum you created with this spell is instantly destr oyed."
Sleep,1st,Enchantment,Action,60 feet,"V, S, M (a pinch of sand or r ose petals)","Concentration , up to 1 minute","Each creature of your choice in a 5-foot-r adius Sphere center ed on a point within range must succeed on a Wisdom saving throw or have the Incapacitated condition until the end of its next turn, at which point it must r epeat the sa ve. If the target fails the second sa ve, the target has the Unconscious condition for the dur ation. The spell ends on a target if it takes damage or someone within 5 feet of it takes an action to shak e it out of the spell’ s effect. Creatures that don ’t sleep, such as elv es, or that have Immunity to the Exhaustion condition aut omatically succeed on saves against this spell."
Sleet Storm,3rd,Conjuration,Action,150 feet,"V, S, M (a miniatur e umbr ella)","Concentration , up to 1 minute","Until the spell ends, sleet falls in a 40-foot-tall, 20-foot-r adius Cylinder center ed on a point you choose within range. The area is Heavily Obscur ed, and exposed flames in the area are doused. Ground in the Cylinder is Diﬃcult Terrain. When a creature enters the Cylinder for the first time on a turn or star ts its turn there, it must succeed on a Dexterity saving throw or have the Prone condition and lose Concentration ."
Slow,3rd,Transmutation,Action,120 feet,"V, S, M (a dr op of molasses)","Concentration , up to 1 minute","You alter time ar ound up to six creatures of your choice in a 40-foot Cube within range. Each tar get must succeed on a Wisdom sa ving throw or be affected by this spell for the dur ation. An affected target’s Speed is halv ed, it takes a -2 penalty to AC and Dexterity saving throws, and it can ’t take Reactions. On its turns, it can take either an action or a Bonus Action, not both, and it can make only one attack if it takes the Attack action. If it casts a spell with a Somatic component, there is a 25 per cent chance the spell fails as a r esult of the target making the spell’ s gestur es too slowly . An affected target r epeats the sa ve at the end of each of its turns, ending the spell on itself on a success."
Sorcerous Burst,Cantrip,Evocation,Action,120 feet,,,"Component: V, S You cast sor cerous energy at one creature or object within range. Make a ranged spell attack against the target. On a hit, the target takes 1d8 damage of a type you choose: Acid, Cold, Fir e, Lightning, P oison, Psy chic, or Thunder . If you roll an 8 on a d8 for this spell, you can roll another d8, and add it to the damage. When you cast this spell, the"
